Version:	0.100000
Fitness:	0.000000	0.102538
Sample:	1
PopSize:	1000
NoQTL:	1
Ploidy:	2
OptimizeVariance:	0.000527
Drift:	False
EnvVar:	0.012599
MutationScalar:	0.002100
MutationVar:	0.000026
Generations:	6500
ChangeFitnessSD:	5000	0.099119
MoveFitnessSD:	5000	1.815636
MoveType:	Phenotype
Seed:	821759058
PheotypeVar:	0.013126
Heritabitlity:	0.040184
StandardisePhenotype:	False
InitFitnessSD:	-1.000000
Generation	Phenotype Mean	Phenotype Ratio	Genotype Var	P Survived	Surviving Slope	Surviving Standardised Slope	w	
3807	0.000370	0.003081	0.001188	642	4.556803	0.362391	0.230964	
3808	0.002011	0.017374	0.001134	664	4.611102	0.355437	0.220495	
3809	-0.002493	-0.021524	0.001158	667	4.563962	0.357102	0.225194	
3810	-0.004933	-0.041786	0.001157	654	4.485574	0.317359	0.224890	
3811	0.000895	0.007934	0.001113	647	4.642493	0.351027	0.216443	
3812	-0.000761	-0.006574	0.001082	652	4.622046	0.355294	0.210425	
3813	-0.005511	-0.045614	0.001143	647	4.583150	0.348956	0.222232	
3814	0.002286	0.019265	0.001078	644	4.490165	0.369636	0.209562	
3815	0.001237	0.010409	0.001131	639	4.584136	0.357203	0.219852	
3816	-0.002622	-0.022777	0.001124	659	4.567468	0.352118	0.218444	
3817	-0.004210	-0.037740	0.001068	681	4.603280	0.343690	0.207562	
3818	-0.001265	-0.010927	0.001074	678	4.611023	0.355554	0.208840	
3819	-0.004939	-0.042401	0.001106	667	4.575930	0.350317	0.214956	
3820	-0.002795	-0.025155	0.001090	674	4.570018	0.338917	0.211951	
3821	-0.006691	-0.057593	0.001123	689	4.506979	0.348186	0.218395	
3822	-0.002973	-0.025529	0.001038	653	4.534049	0.363968	0.201866	
3823	-0.001079	-0.009332	0.000983	656	4.471725	0.334793	0.191186	
3824	-0.006054	-0.052554	0.001004	632	4.533553	0.338309	0.195115	
3825	0.003295	0.028505	0.001004	660	4.513931	0.345606	0.195193	
3826	-0.004610	-0.042085	0.001055	678	4.576231	0.348990	0.205138	
3827	-0.007123	-0.060621	0.001173	660	4.508085	0.351908	0.228074	
3828	-0.010179	-0.090583	0.001028	678	4.539069	0.349045	0.199803	
3829	-0.004751	-0.039624	0.001062	646	4.589150	0.354803	0.206493	
3830	-0.002252	-0.018968	0.001028	646	4.590491	0.338794	0.199776	
3831	-0.009256	-0.080747	0.001022	663	4.538619	0.350028	0.198610	
3832	-0.002114	-0.017230	0.001109	647	4.541168	0.341143	0.215565	
3833	-0.003895	-0.033158	0.001004	657	4.598898	0.346029	0.195261	
3834	-0.008692	-0.076024	0.001012	680	4.598065	0.346804	0.196729	
3835	-0.010655	-0.091029	0.001013	672	4.549068	0.346105	0.196981	
3836	-0.008902	-0.077833	0.001088	676	4.495061	0.333231	0.211584	
3837	-0.003331	-0.027501	0.001051	627	4.516939	0.356684	0.204339	
3838	-0.005054	-0.041881	0.001022	652	4.617194	0.350005	0.198632	
3839	-0.000804	-0.006598	0.001039	643	4.559267	0.355171	0.201914	
3840	-0.004568	-0.039165	0.001099	659	4.599530	0.369903	0.213724	
3841	0.002404	0.021352	0.001180	661	4.431791	0.351771	0.229411	
3842	0.001699	0.014336	0.001105	652	4.578835	0.342307	0.214827	
3843	0.001590	0.013557	0.001083	649	4.439987	0.347170	0.210469	
3844	0.001986	0.017352	0.001084	678	4.600751	0.346393	0.210691	
3845	0.000096	0.000800	0.001131	640	4.675689	0.372565	0.219868	
3846	-0.005334	-0.046716	0.001043	670	4.581865	0.369655	0.202696	
3847	-0.004506	-0.038564	0.001045	676	4.522571	0.354693	0.203235	
3848	-0.006813	-0.060018	0.001045	682	4.537388	0.337148	0.203171	
3849	0.003403	0.028984	0.001031	630	4.628008	0.360596	0.200384	
3850	0.000436	0.003762	0.001039	667	4.553286	0.348328	0.202070	
3851	-0.001091	-0.009203	0.001046	667	4.584054	0.360771	0.203335	
3852	-0.004126	-0.034789	0.001140	652	4.510776	0.345070	0.221514	
3853	-0.008927	-0.077116	0.001132	668	4.592896	0.357528	0.220116	
3854	0.004455	0.037300	0.001014	654	4.549062	0.363002	0.197091	
3855	0.000005	0.000042	0.001111	653	4.546635	0.353761	0.215882	
3856	-0.002100	-0.017638	0.001176	656	4.442696	0.350641	0.228575	
3857	-0.005368	-0.045436	0.001166	644	4.624885	0.355062	0.226637	
3858	-0.000238	-0.001957	0.001166	631	4.530073	0.355229	0.226681	
3859	0.001888	0.016286	0.001261	679	4.555018	0.371392	0.245080	
3860	-0.001389	-0.011723	0.001301	633	4.535357	0.333073	0.252843	
3861	-0.004833	-0.040578	0.001335	656	4.499937	0.336089	0.259498	
3862	-0.003896	-0.033711	0.001273	668	4.507346	0.347041	0.247502	
3863	-0.001607	-0.013600	0.001388	619	4.531804	0.329971	0.269875	
3864	-0.001674	-0.014320	0.001241	654	4.573591	0.349777	0.241323	
3865	-0.004020	-0.036716	0.001152	692	4.515617	0.342693	0.223941	
3866	-0.001706	-0.014693	0.001261	666	4.590046	0.352671	0.245190	
3867	-0.000836	-0.007505	0.001182	692	4.459427	0.333290	0.229744	
3868	-0.001669	-0.013510	0.001193	637	4.494979	0.323953	0.231949	
3869	-0.002551	-0.022526	0.001115	666	4.521832	0.341911	0.216836	
3870	-0.002653	-0.023014	0.001004	659	4.578788	0.359640	0.195243	
3871	-0.004787	-0.041226	0.001046	651	4.573319	0.338502	0.203306	
3872	0.006702	0.056495	0.001084	643	4.548282	0.359985	0.210694	
3873	0.000124	0.001061	0.001105	658	4.556339	0.353711	0.214858	
3874	-0.000078	-0.000682	0.001011	683	4.590304	0.362077	0.196506	
3875	0.010276	0.086213	0.001050	649	4.481779	0.357119	0.204188	
3876	-0.007092	-0.060572	0.000979	665	4.590476	0.354824	0.190239	
3877	-0.000755	-0.006428	0.000954	653	4.596472	0.365562	0.185510	
3878	0.000328	0.002716	0.000975	641	4.552962	0.355493	0.189629	
3879	0.001344	0.011808	0.000919	658	4.537658	0.334521	0.178744	
3880	0.007993	0.070456	0.000995	663	4.500763	0.338055	0.193326	
3881	0.001373	0.011709	0.000935	651	4.580658	0.360224	0.181799	
3882	-0.005674	-0.048176	0.000999	658	4.581871	0.348978	0.194275	
3883	-0.005425	-0.046523	0.001077	661	4.484403	0.345987	0.209361	
3884	-0.003719	-0.031942	0.001171	664	4.534454	0.334887	0.227679	
3885	0.000279	0.002415	0.001067	664	4.519553	0.359613	0.207456	
3886	-0.004370	-0.038182	0.001080	687	4.539988	0.336786	0.210031	
3887	-0.005448	-0.046341	0.001068	659	4.515787	0.352992	0.207677	
3888	0.001657	0.014305	0.001086	685	4.519385	0.366493	0.211041	
3889	0.004054	0.035448	0.001174	680	4.605627	0.350713	0.228198	
3890	0.000441	0.003718	0.001088	668	4.493529	0.342684	0.211465	
3891	-0.006808	-0.057332	0.001121	657	4.537375	0.352979	0.217820	
3892	-0.008026	-0.066690	0.001128	631	4.620491	0.360874	0.219344	
3893	-0.004851	-0.040756	0.001177	651	4.453839	0.335732	0.228755	
3894	-0.006174	-0.051841	0.001075	643	4.549665	0.345119	0.208901	
3895	-0.002470	-0.022224	0.001073	674	4.565107	0.348602	0.208578	
3896	-0.000518	-0.004576	0.001043	672	4.550365	0.348376	0.202783	
3897	0.002424	0.020411	0.001067	637	4.570093	0.344506	0.207330	
3898	-0.003182	-0.027336	0.001192	657	4.606190	0.367137	0.231744	
3899	-0.006764	-0.057496	0.001199	664	4.491404	0.333731	0.233139	
3900	-0.009738	-0.083892	0.001217	663	4.581553	0.350365	0.236665	
3901	-0.004317	-0.038088	0.001242	672	4.548522	0.347523	0.241374	
3902	-0.000814	-0.006356	0.001221	618	4.585930	0.363788	0.237452	
3903	-0.001347	-0.011386	0.001212	656	4.600181	0.357840	0.235696	
3904	-0.002537	-0.021493	0.001256	661	4.577130	0.354126	0.244200	
3905	0.002357	0.019537	0.001277	641	4.586923	0.355862	0.248299	
3906	-0.002861	-0.024306	0.001274	639	4.559986	0.350615	0.247648	
3907	-0.004538	-0.037825	0.001336	652	4.543635	0.349278	0.259695	
3908	-0.000097	-0.000781	0.001411	624	4.577732	0.361374	0.274384	
3909	-0.005101	-0.043337	0.001437	653	4.615192	0.358496	0.279424	
3910	-0.010813	-0.090566	0.001475	652	4.568328	0.368788	0.286751	
3911	0.000628	0.005427	0.001354	652	4.576211	0.349787	0.263189	
3912	-0.004542	-0.038922	0.001334	638	4.550010	0.358117	0.259285	
3913	-0.001623	-0.013566	0.001393	669	4.610265	0.357162	0.270771	
3914	-0.004059	-0.034545	0.001300	667	4.615489	0.349842	0.252745	
3915	-0.007536	-0.062814	0.001407	637	4.543411	0.368442	0.273463	
3916	-0.009199	-0.078541	0.001355	666	4.476997	0.336949	0.263417	
3917	-0.008122	-0.067019	0.001286	652	4.573290	0.361662	0.249924	
3918	-0.005182	-0.046191	0.001229	674	4.563366	0.348090	0.238907	
3919	-0.006089	-0.051439	0.001129	656	4.609903	0.357337	0.219449	
3920	-0.007023	-0.060638	0.001123	684	4.576659	0.347972	0.218363	
3921	0.004005	0.034920	0.001147	675	4.573038	0.345542	0.222876	
3922	-0.000836	-0.006987	0.001150	663	4.578109	0.357692	0.223579	
3923	-0.002385	-0.019706	0.001199	643	4.502259	0.349109	0.233067	
3924	0.004017	0.035118	0.001057	654	4.564435	0.346792	0.205518	
3925	0.003237	0.027241	0.001200	670	4.597553	0.350793	0.233233	
3926	0.003370	0.030006	0.001202	684	4.514197	0.342718	0.233708	
3927	-0.000116	-0.001027	0.001180	676	4.564028	0.350089	0.229323	
3928	0.003258	0.028482	0.001085	661	4.537138	0.351194	0.210913	
3929	0.003908	0.034248	0.001294	666	4.591529	0.339553	0.251469	
3930	0.001943	0.017092	0.001209	657	4.616872	0.345933	0.234958	
3931	0.003727	0.031211	0.001262	654	4.546545	0.354731	0.245416	
3932	0.000575	0.004782	0.001295	659	4.576484	0.360152	0.251833	
3933	-0.002425	-0.019817	0.001228	637	4.545372	0.358517	0.238640	
3934	0.004905	0.040338	0.001229	629	4.614446	0.358004	0.238902	
3935	0.004547	0.037168	0.001215	634	4.535400	0.345921	0.236266	
3936	-0.003025	-0.025688	0.001235	655	4.608102	0.359646	0.240061	
3937	0.007583	0.062927	0.001222	629	4.511724	0.344914	0.237640	
3938	-0.004767	-0.039486	0.001380	633	4.539830	0.347569	0.268278	
3939	-0.005634	-0.046976	0.001277	647	4.551728	0.357519	0.248151	
3940	-0.002723	-0.022522	0.001280	647	4.519030	0.353037	0.248758	
3941	0.003181	0.027117	0.001213	635	4.548608	0.343061	0.235737	
3942	-0.007938	-0.070073	0.001210	675	4.518243	0.342210	0.235207	
3943	0.001725	0.014575	0.001216	647	4.540165	0.345581	0.236324	
3944	0.000589	0.005084	0.001149	673	4.454536	0.342952	0.223420	
3945	0.003046	0.026053	0.001214	668	4.511344	0.336943	0.235962	
3946	-0.003164	-0.027606	0.001174	661	4.592501	0.354453	0.228230	
3947	0.006472	0.054342	0.001106	643	4.544815	0.348968	0.215080	
3948	0.001241	0.010872	0.001151	647	4.580934	0.344275	0.223757	
3949	-0.002123	-0.017955	0.001148	650	4.562185	0.351333	0.223075	
3950	0.003403	0.028814	0.001136	646	4.505758	0.356994	0.220826	
3951	0.004435	0.037935	0.001143	653	4.535246	0.342850	0.222177	
3952	-0.003457	-0.030308	0.001212	677	4.554549	0.355661	0.235586	
3953	-0.006198	-0.052659	0.001333	654	4.592669	0.365584	0.259120	
3954	-0.005811	-0.049710	0.001222	660	4.492562	0.349296	0.237633	
3955	-0.008794	-0.076582	0.001360	649	4.588359	0.352037	0.264301	
3956	-0.003102	-0.024799	0.001302	635	4.633165	0.379854	0.253072	
3957	-0.006699	-0.057993	0.001286	657	4.567094	0.344055	0.250077	
3958	-0.002888	-0.024315	0.001339	657	4.579442	0.361466	0.260203	
3959	0.003096	0.026560	0.001233	657	4.564155	0.350620	0.239593	
3960	0.001920	0.016314	0.001238	683	4.558739	0.359099	0.240746	
3961	-0.000462	-0.003857	0.001302	645	4.611951	0.358727	0.253005	
3962	-0.001803	-0.015205	0.001424	664	4.522366	0.348489	0.276832	
3963	0.003181	0.027046	0.001313	656	4.519470	0.342662	0.255302	
3964	-0.004762	-0.041317	0.001264	706	4.577766	0.363388	0.245700	
3965	-0.005735	-0.046870	0.001356	640	4.535843	0.358175	0.263682	
3966	-0.010421	-0.087542	0.001259	649	4.563493	0.355084	0.244685	
3967	-0.005659	-0.045921	0.001370	644	4.595346	0.346717	0.266329	
3968	-0.006206	-0.053030	0.001406	641	4.618076	0.357701	0.273377	
3969	-0.004997	-0.040154	0.001389	634	4.538716	0.340338	0.269979	
3970	-0.010976	-0.096149	0.001247	666	4.601497	0.358442	0.242409	
3971	-0.009633	-0.084229	0.001257	664	4.468666	0.335915	0.244304	
3972	-0.010432	-0.085994	0.001197	657	4.610800	0.347792	0.232689	
3973	-0.004465	-0.037932	0.001170	672	4.518011	0.339482	0.227516	
3974	-0.008039	-0.068167	0.001242	649	4.599732	0.365725	0.241365	
3975	-0.002855	-0.024149	0.001222	670	4.613823	0.373639	0.237610	
3976	-0.011428	-0.095945	0.001271	644	4.532404	0.329471	0.247129	
3977	-0.005717	-0.048974	0.001289	654	4.630559	0.368753	0.250635	
3978	-0.006918	-0.058382	0.001264	664	4.565726	0.368362	0.245674	
3979	-0.002608	-0.021828	0.001397	642	4.595020	0.343357	0.271479	
3980	-0.009032	-0.076358	0.001394	669	4.535662	0.359823	0.270912	
3981	-0.002806	-0.023751	0.001204	634	4.611922	0.352423	0.234138	
3982	-0.005848	-0.049250	0.001261	646	4.592035	0.349652	0.245095	
3983	0.000702	0.006055	0.001112	642	4.538717	0.336630	0.216127	
3984	0.000938	0.008050	0.001177	680	4.478917	0.335712	0.228846	
3985	0.004261	0.036622	0.001160	659	4.572263	0.342150	0.225469	
3986	-0.001615	-0.013700	0.001060	647	4.490035	0.329137	0.206078	
3987	0.005340	0.046367	0.001093	654	4.514905	0.328900	0.212536	
3988	-0.005574	-0.047548	0.001254	668	4.598443	0.360556	0.243674	
3989	-0.005454	-0.047214	0.001256	669	4.582992	0.362387	0.244175	
3990	0.003545	0.031322	0.001241	668	4.493468	0.341915	0.241272	
3991	0.006158	0.051636	0.001263	652	4.652436	0.370760	0.245610	
3992	0.003141	0.025462	0.001330	634	4.523917	0.356720	0.258463	
3993	-0.000781	-0.006398	0.001294	666	4.574673	0.358677	0.251639	
3994	0.007744	0.066410	0.001297	671	4.505862	0.346284	0.252135	
3995	0.002232	0.018764	0.001375	647	4.583981	0.356536	0.267380	
3996	0.000834	0.007640	0.001261	690	4.542196	0.338707	0.245146	
3997	0.000887	0.007294	0.001183	651	4.552652	0.354151	0.230024	
3998	-0.002884	-0.024630	0.001126	675	4.604277	0.355743	0.218794	
3999	0.005749	0.049356	0.001039	650	4.590315	0.347236	0.202007	
4000	-0.000999	-0.008276	0.001026	664	4.651754	0.368042	0.199372	
4001	0.014312	0.125813	0.000974	680	4.547746	0.343877	0.189342	
4002	0.009436	0.078228	0.001000	628	4.582445	0.361424	0.194384	
4003	0.011182	0.092782	0.000965	644	4.479956	0.336725	0.187665	
4004	0.007857	0.071207	0.000928	698	4.532892	0.339160	0.180417	
4005	0.006147	0.053182	0.000960	653	4.587639	0.338940	0.186575	
4006	0.006699	0.059721	0.000857	678	4.510357	0.330443	0.166591	
4007	0.017781	0.149771	0.000905	659	4.626467	0.361135	0.175951	
4008	0.008924	0.073824	0.000893	636	4.539485	0.342443	0.173661	
4009	0.009306	0.084885	0.000914	679	4.523690	0.330913	0.177686	
4010	0.001016	0.008988	0.000927	653	4.516921	0.336456	0.180233	
4011	0.002562	0.022398	0.000972	680	4.594628	0.355944	0.189044	
4012	0.002271	0.019478	0.000937	649	4.526378	0.362494	0.182136	
4013	0.004402	0.036865	0.000964	649	4.600399	0.369763	0.187480	
4014	0.005289	0.044428	0.000941	655	4.593638	0.355965	0.183006	
4015	0.006220	0.052091	0.001061	638	4.500268	0.341524	0.206230	
4016	0.002963	0.026423	0.000957	672	4.535610	0.341833	0.186002	
4017	0.006860	0.060662	0.000965	648	4.524561	0.331978	0.187593	
4018	0.007700	0.066215	0.000925	675	4.538043	0.357155	0.179739	
4019	0.008740	0.077185	0.000887	653	4.542268	0.348996	0.172427	
4020	-0.000858	-0.007502	0.000886	668	4.547786	0.366587	0.172278	
4021	0.004329	0.036679	0.000970	642	4.576343	0.364476	0.188472	
4022	0.003481	0.030462	0.000903	650	4.527508	0.340434	0.175508	
4023	0.010527	0.091982	0.000955	681	4.549181	0.354949	0.185679	
4024	0.004048	0.034576	0.000964	684	4.534356	0.344979	0.187394	
4025	0.003208	0.027514	0.000926	661	4.572272	0.340019	0.180030	
4026	0.006246	0.055065	0.001059	668	4.564310	0.340168	0.205950	
4027	0.005525	0.046309	0.000950	661	4.603944	0.363233	0.184734	
4028	0.004416	0.037155	0.000994	643	4.592938	0.375593	0.193235	
4029	0.001059	0.008996	0.001011	661	4.526169	0.355001	0.196518	
4030	0.002735	0.023011	0.000998	625	4.544107	0.350627	0.194031	
4031	0.003040	0.025663	0.001116	651	4.450665	0.326839	0.216859	
4032	0.007615	0.064795	0.001189	666	4.537143	0.352147	0.231087	
4033	0.006553	0.058377	0.001144	689	4.517656	0.345952	0.222466	
4034	0.003269	0.028500	0.001049	649	4.582026	0.347222	0.204005	
4035	0.002703	0.022964	0.001075	645	4.541289	0.365838	0.208933	
4036	0.003167	0.027086	0.001047	667	4.528851	0.366386	0.203517	
4037	0.000738	0.006359	0.001088	661	4.544540	0.347653	0.211436	
4038	0.003923	0.032645	0.001139	641	4.587008	0.343250	0.221410	
4039	-0.005018	-0.044875	0.001107	680	4.493238	0.336395	0.215209	
4040	0.000783	0.006667	0.001165	678	4.572178	0.362676	0.226440	
4041	-0.005357	-0.045483	0.000990	636	4.476726	0.340189	0.192441	
4042	0.002959	0.024539	0.001079	652	4.631640	0.366166	0.209822	
4043	-0.004207	-0.036350	0.001006	655	4.597203	0.361209	0.195599	
4044	-0.000348	-0.003105	0.001024	686	4.608443	0.341249	0.199142	
4045	0.000554	0.004672	0.001063	665	4.571809	0.360811	0.206709	
4046	0.001545	0.013240	0.001080	655	4.529865	0.348069	0.209964	
4047	0.000992	0.008581	0.001066	649	4.590149	0.357151	0.207318	
4048	0.003880	0.033695	0.001081	666	4.584215	0.357697	0.210084	
4049	-0.002455	-0.022341	0.001028	674	4.501804	0.319368	0.199924	
4050	0.006466	0.055246	0.001053	676	4.476235	0.338783	0.204670	
4051	0.000351	0.003160	0.001077	654	4.512830	0.339107	0.209417	
4052	0.000284	0.002266	0.001133	639	4.509738	0.372237	0.220258	
4053	-0.005725	-0.049172	0.001126	661	4.574867	0.358228	0.218941	
4054	0.001026	0.008848	0.000997	646	4.587471	0.350755	0.193728	
4055	0.005416	0.045521	0.001143	632	4.545661	0.346802	0.222128	
4056	-0.000781	-0.006669	0.001086	644	4.550390	0.348642	0.211185	
4057	-0.004940	-0.042653	0.001050	676	4.548051	0.344280	0.204104	
4058	0.003197	0.026430	0.001026	660	4.629492	0.360729	0.199375	
4059	0.002194	0.019835	0.001019	691	4.421659	0.332688	0.198053	
4060	-0.000278	-0.002273	0.001004	628	4.556521	0.361495	0.195218	
4061	0.002207	0.018757	0.001076	641	4.553741	0.350978	0.209154	
4062	0.003905	0.034096	0.000998	653	4.543091	0.351161	0.194005	
4063	-0.001787	-0.015149	0.000955	645	4.590150	0.355370	0.185594	
4064	0.006925	0.060012	0.000963	659	4.620278	0.350807	0.187290	
4065	0.005136	0.044682	0.001047	675	4.534668	0.349623	0.203589	
4066	0.005593	0.047922	0.001065	643	4.550233	0.363010	0.207050	
4067	0.008161	0.068890	0.001000	662	4.608409	0.349275	0.194358	
4068	-0.002301	-0.018678	0.000941	645	4.528003	0.333925	0.182874	
4069	0.006085	0.050795	0.000989	625	4.557933	0.343910	0.192245	
4070	0.006529	0.056308	0.000949	649	4.558081	0.344792	0.184387	
4071	0.010223	0.089773	0.000853	680	4.585875	0.364372	0.165832	
4072	-0.003427	-0.029635	0.000877	661	4.590145	0.344039	0.170572	
4073	0.002829	0.024082	0.000863	657	4.569000	0.362594	0.167760	
4074	0.005308	0.044922	0.000925	656	4.484308	0.343201	0.179818	
4075	-0.003071	-0.026806	0.000900	688	4.568414	0.348405	0.174984	
4076	0.006691	0.057423	0.000956	676	4.575339	0.350369	0.185808	
4077	0.008311	0.069386	0.000890	656	4.613282	0.359774	0.173026	
4078	0.003527	0.030174	0.000865	645	4.565713	0.345628	0.168169	
4079	0.008397	0.071227	0.000818	656	4.509384	0.359735	0.158991	
4080	0.010370	0.088480	0.000794	654	4.564880	0.336249	0.154371	
4081	0.006808	0.059407	0.000807	658	4.531202	0.340958	0.156860	
4082	0.012768	0.111544	0.000875	666	4.520346	0.351971	0.170129	
4083	0.017114	0.149740	0.000944	680	4.575605	0.363359	0.183604	
4084	0.004827	0.040431	0.000872	664	4.605495	0.374788	0.169578	
4085	0.004001	0.035522	0.000951	662	4.550851	0.329098	0.184778	
4086	0.013146	0.112535	0.000978	656	4.573516	0.351699	0.190077	
4087	0.008530	0.074935	0.001005	673	4.589793	0.347982	0.195348	
4088	0.001783	0.015044	0.000960	647	4.595874	0.356851	0.186682	
4089	-0.001857	-0.016391	0.000971	665	4.643528	0.355657	0.188728	
4090	0.013078	0.117495	0.000928	680	4.567743	0.337472	0.180443	
4091	-0.000154	-0.001357	0.001025	674	4.578056	0.354067	0.199286	
4092	0.001085	0.009391	0.001023	670	4.557303	0.340058	0.198834	
4093	-0.001601	-0.013661	0.000997	639	4.592261	0.347481	0.193799	
4094	-0.000861	-0.007625	0.000936	676	4.552758	0.349347	0.181876	
4095	0.002428	0.020760	0.000949	639	4.568082	0.345545	0.184386	
4096	-0.009259	-0.081856	0.000956	653	4.581188	0.346919	0.185791	
4097	-0.002944	-0.025446	0.000969	679	4.582636	0.356744	0.188361	
4098	-0.001363	-0.011987	0.001048	674	4.546939	0.348082	0.203756	
4099	-0.003202	-0.028360	0.001030	653	4.565134	0.339281	0.200231	
4100	0.004843	0.041504	0.001082	663	4.466886	0.335282	0.210369	
4101	0.004448	0.036778	0.001040	650	4.591439	0.380821	0.202257	
4102	0.003511	0.029701	0.001089	655	4.607525	0.361624	0.211768	
4103	-0.001366	-0.011727	0.001110	652	4.571063	0.362831	0.215873	
4104	-0.005498	-0.046958	0.001190	677	4.585411	0.356094	0.231349	
4105	-0.000636	-0.005364	0.001145	658	4.564259	0.346749	0.222541	
4106	0.000128	0.001084	0.001148	669	4.569668	0.359863	0.223234	
4107	0.003315	0.027612	0.001118	640	4.604439	0.365611	0.217321	
4108	0.002648	0.022624	0.001153	657	4.512455	0.347528	0.224043	
4109	0.002467	0.020565	0.001093	661	4.554082	0.363817	0.212441	
4110	-0.002315	-0.020154	0.001069	660	4.566805	0.345831	0.207826	
4111	-0.001503	-0.012829	0.001100	656	4.552041	0.350970	0.213879	
4112	0.003787	0.033601	0.001021	688	4.508548	0.355251	0.198485	
4113	-0.004797	-0.042723	0.001111	680	4.534604	0.338314	0.215995	
4114	0.003826	0.032451	0.001074	646	4.503576	0.335161	0.208853	
4115	0.003489	0.029774	0.001148	648	4.511420	0.347729	0.223209	
4116	0.002428	0.020988	0.001207	678	4.657098	0.366338	0.234635	
4117	-0.002887	-0.023916	0.001362	621	4.495880	0.337326	0.264793	
4118	0.005547	0.046252	0.001301	640	4.587005	0.351503	0.252871	
4119	0.002280	0.019540	0.001398	641	4.559721	0.359647	0.271844	
4120	-0.000147	-0.001214	0.001422	660	4.598234	0.357049	0.276401	
4121	0.002576	0.021334	0.001449	659	4.638148	0.372889	0.281763	
4122	0.001562	0.013330	0.001399	683	4.500549	0.353519	0.271897	
4123	0.002254	0.018951	0.001343	641	4.520684	0.346872	0.260983	
4124	0.004663	0.039608	0.001321	651	4.644848	0.353638	0.256776	
4125	0.002108	0.017289	0.001347	630	4.595244	0.356814	0.261874	
4126	0.000224	0.001911	0.001316	666	4.609164	0.351289	0.255768	
4127	0.002979	0.025904	0.001375	664	4.553262	0.339363	0.267242	
4128	-0.001581	-0.013136	0.001322	645	4.576628	0.358056	0.256971	
